input	engine	exit	wall_s	cpu_s	maxrss_kb	status
sa_csmith_165.c	oracle	124	15.05	15.04	689456	CERB_SKIP
sa_csmith_165.c	lean	NA	NA	NA	NA	CERB_SKIP
sa_csmith_166.c	oracle	0	0.04	0.04	49072	MATCH
sa_csmith_166.c	lean	0	0.06	0.05	84308	MATCH
sa_csmith_167.c	oracle	0	0.04	0.04	48752	MATCH
sa_csmith_167.c	lean	0	0.06	0.06	83576	MATCH
sa_csmith_168.c	oracle	0	0.09	0.09	69548	MATCH
sa_csmith_168.c	lean	0	0.19	0.18	114636	MATCH
sa_csmith_169.c	oracle	124	15.04	15.04	648444	CERB_SKIP
sa_csmith_169.c	lean	NA	NA	NA	NA	CERB_SKIP
sa_csmith_17.c	oracle	124	15.04	15.04	655476	CERB_SKIP
sa_csmith_17.c	lean	NA	NA	NA	NA	CERB_SKIP
sa_csmith_170.c	oracle	0	0.04	0.04	49280	MATCH
sa_csmith_170.c	lean	0	0.06	0.06	83344	MATCH
sa_csmith_171.c	oracle	0	0.04	0.03	49552	MATCH
sa_csmith_171.c	lean	0	0.06	0.05	83704	MATCH
sa_csmith_172.c	oracle	0	0.07	0.06	60112	MATCH
sa_csmith_172.c	lean	0	0.15	0.14	102472	MATCH
sa_csmith_173.c	oracle	0	0.11	0.10	66400	MATCH
sa_csmith_173.c	lean	0	0.24	0.24	109060	MATCH
sa_csmith_174.c	oracle	0	0.35	0.34	63332	MATCH
sa_csmith_174.c	lean	0	1.00	1.00	87524	MATCH
sa_csmith_175.c	oracle	124	15.04	15.03	632432	CERB_SKIP
sa_csmith_175.c	lean	NA	NA	NA	NA	CERB_SKIP
sa_csmith_176.c	oracle	0	0.09	0.08	63880	MATCH
sa_csmith_176.c	lean	0	0.18	0.17	104512	MATCH
sa_csmith_177.c	oracle	124	15.03	15.01	413036	CERB_SKIP
sa_csmith_177.c	lean	NA	NA	NA	NA	CERB_SKIP
sa_csmith_178.c	oracle	0	0.04	0.03	49724	MATCH
sa_csmith_178.c	lean	0	0.06	0.06	83604	MATCH
sa_csmith_179.c	oracle	124	15.05	15.04	660800	CERB_SKIP
sa_csmith_179.c	lean	NA	NA	NA	NA	CERB_SKIP
sa_csmith_18.c	oracle	124	15.04	15.04	667676	CERB_SKIP
sa_csmith_18.c	lean	NA	NA	NA	NA	CERB_SKIP
sa_csmith_180.c	oracle	0	0.46	0.46	82372	MATCH
sa_csmith_180.c	lean	0	1.21	1.20	115892	MATCH
sa_csmith_181.c	oracle	124	15.03	15.03	492200	CERB_SKIP
sa_csmith_181.c	lean	NA	NA	NA	NA	CERB_SKIP
sa_csmith_182.c	oracle	0	0.37	0.36	80172	MATCH
sa_csmith_182.c	lean	0	0.94	0.94	111400	MATCH
sa_csmith_183.c	oracle	0	0.46	0.45	90308	MATCH
sa_csmith_183.c	lean	0	1.20	1.19	125668	MATCH
sa_csmith_184.c	oracle	124	15.03	15.03	490688	CERB_SKIP
sa_csmith_184.c	lean	NA	NA	NA	NA	CERB_SKIP
sa_csmith_185.c	oracle	124	15.03	15.02	525356	CERB_SKIP
sa_csmith_185.c	lean	NA	NA	NA	NA	CERB_SKIP
sa_csmith_186.c	oracle	124	15.04	15.03	645428	CERB_SKIP
sa_csmith_186.c	lean	NA	NA	NA	NA	CERB_SKIP
sa_csmith_187.c	oracle	124	15.05	15.04	689680	CERB_SKIP
sa_csmith_187.c	lean	NA	NA	NA	NA	CERB_SKIP
sa_csmith_188.c	oracle	124	15.04	15.03	661680	CERB_SKIP
sa_csmith_188.c	lean	NA	NA	NA	NA	CERB_SKIP
sa_csmith_189.c	oracle	0	0.04	0.03	49924	MATCH
sa_csmith_189.c	lean	0	0.07	0.07	84124	MATCH
sa_csmith_19.c	oracle	0	0.08	0.08	64300	MATCH
sa_csmith_19.c	lean	0	0.18	0.17	106220	MATCH
sa_csmith_190.c	oracle	124	15.04	15.03	661616	CERB_SKIP
sa_csmith_190.c	lean	NA	NA	NA	NA	CERB_SKIP
sa_csmith_191.c	oracle	0	0.04	0.04	49916	MATCH
sa_csmith_191.c	lean	0	0.06	0.05	83788	MATCH
sa_csmith_192.c	oracle	0	0.05	0.04	50460	MATCH
sa_csmith_192.c	lean	0	0.07	0.06	86284	MATCH
sa_csmith_193.c	oracle	0	0.04	0.04	49048	MATCH
sa_csmith_193.c	lean	0	0.06	0.06	83592	MATCH
sa_csmith_194.c	oracle	124	15.05	15.04	686716	CERB_SKIP
sa_csmith_194.c	lean	NA	NA	NA	NA	CERB_SKIP
sa_csmith_195.c	oracle	0	0.09	0.09	62760	MATCH
sa_csmith_195.c	lean	0	0.17	0.16	104260	MATCH
sa_csmith_196.c	oracle	0	0.04	0.03	49584	MATCH
sa_csmith_196.c	lean	0	0.07	0.06	81676	MATCH
sa_csmith_197.c	oracle	0	5.79	5.79	296380	TIMEOUT
sa_csmith_197.c	lean	124	15.00	15.00	283352	TIMEOUT
sa_csmith_198.c	oracle	0	0.04	0.04	49724	MATCH
sa_csmith_198.c	lean	0	0.06	0.05	83788	MATCH
sa_csmith_199.c	oracle	124	15.04	15.04	624924	CERB_SKIP
